animal_id,outcome_type
A708657,Return to Owner
A737311,Transfer
A668970,Transfer
A703333,Transfer
A615621,Return to Owner
A661973,Adoption
A752961,Transfer
A663781,Adoption
A681103,Return to Owner
A609949,Adoption
A678673,Transfer
A753385,Adoption
A744058,Return to Owner
A677566,Adoption
A632822,Adoption
A721328,Adoption
A753765,Adoption
A751348,Adoption
A714032,Transfer
A707989,Return to Owner
A739504,Return to Owner
A708394,Adoption
A741394,Adoption
A702783,Adoption
A745424,Transfer
A705094,Adoption
A709441,Adoption
A719120,Adoption
A757948,Died
A762325,Adoption
A765523,Return to Owner
A670347,Euthanasia
A675650,Transfer
A747841,Transfer
A675489,Transfer
A738902,Transfer
A689411,Adoption
A693078,Transfer
A693153,Transfer
A701058,Adoption
A753675,Return to Owner
A700286,Return to Owner
A721689,Adoption
A675281,Adoption
A705868,Adoption
A718895,Return to Owner
A756695,Adoption
A681421,Adoption
A665072,Adoption
A699353,Transfer
A674955,Transfer
A692037,Transfer
A658288,Died
A723634,Adoption
A712286,Adoption
A745284,Return to Owner
A697450,Return to Owner
A713041,Adoption
A676390,Adoption
A732515,Transfer
A669784,Euthanasia
A669412,Return to Owner
A743646,Return to Owner
A689748,Adoption
A738343,Transfer
A731263,Transfer
A684648,Adoption
A679642,Transfer
A745883,Adoption
A761112,Adoption
A734910,Transfer
A736821,Transfer
A684682,Transfer
A721821,Transfer
A673083,Adoption
A714492,Adoption
A673976,Adoption
A692407,Adoption
A662086,Adoption
A756068,Return to Owner
A679279,Return to Owner
A741580,Adoption
A736909,Adoption
A713628,Adoption
A700996,Adoption
A748958,Adoption
A746753,Adoption
A765487,Adoption
A749412,Transfer
A735231,Transfer
A726784,Transfer
A736899,Transfer
A730093,Transfer
A665493,Return to Owner
A705195,Adoption
A760608,Adoption
A693154,Adoption
A731778,Transfer
A673497,Euthanasia
A674021,Euthanasia
A731415,Euthanasia
A748047,Transfer
A752869,Transfer
A732850,Transfer
A727865,Adoption
A729811,Transfer
A730229,Transfer
A698806,Transfer
A739257,Return to Owner
A764358,Transfer
A664602,Return to Owner
A604969,Return to Owner
A763852,Transfer
A743513,Transfer
A735475,Adoption
A704662,Transfer
A734591,Transfer
A753251,Transfer
A672547,Adoption
A688196,Euthanasia
A755409,Adoption
A711044,Transfer
A685210,Euthanasia
A698203,Adoption
A686100,Adoption
A733185,Adoption
A661023,Adoption
A675921,Adoption
A693600,Adoption
A742915,Transfer
A704208,Adoption
A572003,Return to Owner
A740083,Adoption
A702725,Adoption
A745125,Adoption
A690799,Euthanasia
A731745,Adoption
A685872,Transfer
A686687,Adoption
A755291,Transfer
A693664,Adoption
A702065,Euthanasia
A662672,Return to Owner
A756764,Transfer
A732387,Return to Owner
A637245,Adoption
A719633,Transfer
A664455,Adoption
A734885,Adoption
A674655,Euthanasia
A727582,Adoption
A750654,Transfer
A695727,Transfer
A688822,Adoption
A706872,Return to Owner
A698570,Adoption
A716260,Adoption
A710872,Transfer
A707729,Transfer
A683925,Adoption
A693723,Adoption
A680108,Euthanasia
A670667,Return to Owner
A676170,Adoption
A678296,Return to Owner
A693681,Adoption
A694651,Adoption
A713711,Transfer
A755260,Transfer
A701864,Euthanasia
A705251,Return to Owner
A677777,Transfer
A701767,Adoption
A758713,Adoption
A705574,Adoption
A706308,Adoption
A709412,Adoption
A717588,Adoption
A693330,Adoption
A725323,Return to Owner
A736764,Transfer
A730022,Return to Owner
A678543,Transfer
A705562,Adoption
A703254,Adoption
A751443,Transfer
A693324,Adoption
A698265,Transfer
A739797,Adoption
A760589,Died
A747835,Transfer
A721832,Return to Owner
A718938,Adoption
A688915,Transfer
A717107,Adoption
A713853,Adoption
A753542,Transfer
A750855,Adoption
A682511,Transfer
A727306,Transfer
A667469,Transfer
A739789,Euthanasia
A676609,Adoption
A690987,Adoption
A701333,Transfer
A725751,Transfer
A698641,Euthanasia
A764159,Return to Owner
A683386,Adoption
A676454,Transfer
A755882,Transfer
A696153,Adoption
A667878,Adoption
A549633,Rto-Adopt
A722728,Transfer
A691978,Transfer
A735190,Transfer
A692538,Adoption
A658546,Died
A736044,Adoption
A726826,Adoption
A716145,Return to Owner
A684081,Return to Owner
A707964,Adoption
A674839,Return to Owner
A668245,Adoption
A663948,Return to Owner
A706012,Transfer
A690319,Adoption
A690432,Adoption
A760739,Transfer
A730579,Adoption
A751862,Adoption
A695869,Transfer
A704412,Adoption
A714068,Died
A725728,Adoption
A720392,Adoption
A749578,Adoption
A686135,Transfer
A640804,Adoption
A685317,Transfer
A714275,Euthanasia
A665432,Euthanasia
A745212,Transfer
A697336,Return to Owner
A664370,Adoption
A701955,Transfer
A698495,Adoption
A711100,Return to Owner
A675181,Transfer
A662553,Adoption
A684226,Return to Owner
A758788,Transfer
A722298,Adoption
A696893,Return to Owner
A679963,Transfer
A738161,Return to Owner
A757773,Adoption
A736823,Transfer
A704827,Adoption
A753606,Adoption
A676105,Euthanasia
A672998,Return to Owner
A691837,Transfer
A736398,Transfer
A711519,Transfer
A704394,Adoption
A755636,Transfer
A764163,Adoption
A679833,Return to Owner
A680361,Adoption
A750604,Transfer
A710288,Adoption
A732541,Adoption
A738524,Adoption
A685130,Adoption
A702875,Transfer
A711255,Transfer
A683924,Transfer
A675702,Euthanasia
A694584,Return to Owner
A716761,Transfer
A670830,Adoption
A742845,Transfer
A705666,Transfer
A765292,Adoption
A715715,Transfer
A717669,Adoption
A668694,Adoption
A736643,Adoption
A728302,Euthanasia
A676658,Adoption
A664626,Transfer
A764120,Return to Owner
A720526,Adoption
A721451,Return to Owner
A631422,Return to Owner
A674331,Adoption
A738491,Adoption
A760390,Euthanasia
A749669,Transfer
A724853,Euthanasia
A657997,Return to Owner
A761522,Return to Owner
A673836,Transfer
A715881,Transfer
A689758,Transfer
A707237,Transfer
A710983,Transfer
A721860,Adoption
A747631,Transfer
A669189,Adoption
A719528,Adoption
A764313,Transfer
A694800,Transfer
A688112,Return to Owner
A684213,Transfer
A666546,Euthanasia
A735874,Adoption
A700071,Transfer
A723814,Adoption
A684784,Adoption
A665125,Transfer
A704526,Transfer
A725562,Adoption
A706737,Euthanasia
A729073,Adoption
A747978,Euthanasia
A731794,Adoption
A724708,Adoption
A676863,Adoption
A731264,Transfer
A707697,Transfer
A718930,Transfer
A700849,Adoption
A666870,Euthanasia
A696737,Adoption
A674993,Adoption
A699832,Return to Owner
A751349,Return to Owner
A755139,Transfer
A703340,Adoption
A679431,Adoption
A706307,Adoption
A725158,Euthanasia
A668394,Adoption
A705819,Transfer
A705467,Transfer
A752666,Return to Owner
A678563,Return to Owner
A712394,Transfer
A691282,Transfer
A732059,Transfer
A756938,Adoption
A757687,Transfer
A688076,Transfer
A754182,Transfer
A701233,Transfer
A728664,Euthanasia
A722595,Euthanasia
A681355,Return to Owner
A711745,Transfer
A726384,Adoption
A712519,Adoption
A706300,Transfer
A724493,Adoption
A727676,Return to Owner
A738626,Adoption
A669646,Euthanasia
A725654,Adoption
A724301,Died
A699019,Transfer
A679108,Adoption
A762717,Adoption
A746304,Adoption
A672187,Adoption
A707795,Transfer
A753910,Died
A702839,Adoption
A675617,Transfer
A743189,Transfer
A726306,Adoption
A687656,Adoption
A666264,Adoption
A698384,Transfer
A729916,Transfer
A670909,Transfer
A712798,Adoption
A723578,Adoption
A763271,Adoption
A757500,Adoption
A737139,Adoption
A757024,Return to Owner
A728421,Adoption
A747871,Adoption
A669310,Return to Owner
A760435,Euthanasia
A725918,Transfer
A707517,Return to Owner
A761005,Adoption
A670707,Euthanasia
A717331,Adoption
A724327,Adoption
A723298,Died
A744852,Adoption
A740632,Euthanasia
A719491,Adoption
A723174,Euthanasia
A687233,Adoption
A673125,Adoption
A674873,Euthanasia
A692433,Euthanasia
A717428,Euthanasia
A726931,Euthanasia
A659449,Return to Owner
A696481,Transfer
A732471,Adoption
A690552,Transfer
A666407,Euthanasia
A704402,Adoption
A693159,Adoption
A715638,Adoption
A691731,Adoption
A674991,Transfer
A673531,Return to Owner
A699794,Adoption
A697018,Adoption
A678662,Transfer
A713146,Transfer
A664391,Adoption
A750128,Adoption
A743735,Transfer
A641520,Adoption
A679960,Adoption
A714509,Adoption
A746447,Transfer
A748810,Adoption
A762437,Adoption
A677316,Transfer
A740616,Adoption
A708683,Transfer
A735524,Adoption
A665106,Euthanasia
A685243,Adoption
A745113,Adoption
A683051,Transfer
A689554,Transfer
A674583,Adoption
A740527,Euthanasia
A731404,Transfer
A674852,Return to Owner
A538702,Missing
A736369,Died
A758289,Adoption
A747060,Transfer
A731523,Adoption
A725708,Transfer
A697607,Adoption
A699661,Euthanasia
A714357,Return to Owner
A677038,Adoption
A678952,Transfer
A701007,Adoption
A660209,Adoption
A717826,Adoption
A694390,Return to Owner
A704224,Euthanasia
A681593,Euthanasia
A682432,Euthanasia
A755276,Return to Owner
A694405,Adoption
A751191,Transfer
A708913,Adoption
A678766,Transfer
A590767,Return to Owner
A700091,Euthanasia
A719569,Died
A765387,Adoption
A696975,Adoption
A664623,Adoption
A724791,Transfer
A704759,Euthanasia
A713974,Transfer
A713915,Transfer
A684384,Transfer
A675185,Transfer
A749602,Adoption
A712347,Return to Owner
A763712,Return to Owner
A753647,Adoption
A743832,Euthanasia
A761383,Transfer
A696046,Transfer
A679375,Return to Owner
A698567,Adoption
A753345,Transfer
A680773,Transfer
A722180,Return to Owner
A337686,Return to Owner
A745983,Adoption
A714210,Adoption
A710195,Transfer
A721701,Adoption
A673898,Return to Owner
A722778,Return to Owner
A747196,Adoption
A666250,Transfer
A761475,Adoption
A716813,Transfer
A687258,Adoption
A712298,Transfer
A750241,Transfer
A696276,Euthanasia
A719621,Return to Owner
A757567,Transfer
A712661,Transfer
A670495,Adoption
A702432,Adoption
A711822,Euthanasia
A717400,Transfer
A720616,Return to Owner
A691710,Transfer
A712164,Transfer
A726045,Adoption
A695647,Return to Owner
A750202,Adoption
A621010,Adoption
A730239,Adoption
A684805,Adoption
A668919,Return to Owner
A752020,Transfer
A668286,Transfer
A640464,Return to Owner
A677945,Adoption
A704408,Adoption
A677892,Adoption
A706582,Adoption
A506241,Transfer
A729556,Return to Owner
A679429,Adoption
A733725,Transfer
A743727,Adoption
A720628,Return to Owner
A563397,Euthanasia
A756201,Adoption
A719030,Transfer
A698368,Euthanasia
A762878,Transfer
A707479,Transfer
A714076,Transfer
A680211,Transfer
A684612,Adoption
A723611,Adoption
A689219,Adoption
A704299,Adoption
A710927,Adoption
A755434,Transfer
A681768,Adoption
A728144,Adoption
A756019,Transfer
A688147,Transfer
A721756,Return to Owner
A669074,Adoption
A693627,Return to Owner
A583951,Return to Owner
A732235,Transfer
A680969,Adoption
A696540,Euthanasia
A698983,Transfer
A728128,Adoption
A714334,Transfer
A706653,Adoption
A662107,Transfer
A701771,Transfer
A739976,Adoption
A641795,Return to Owner
A695779,Adoption
A742341,Adoption
A666727,Euthanasia
A714755,Adoption
A752908,Adoption
A705805,Transfer
A570185,Return to Owner
A707353,Adoption
A691713,Transfer
A700962,Adoption
A692774,Return to Owner
A680481,Adoption
A687133,Transfer
A677755,Adoption
A747666,Adoption
A730406,Adoption
A726669,Transfer
A719495,Transfer
A670475,Transfer
A751223,Adoption
A738998,Euthanasia
A744546,Disposal
A689557,Transfer
A707107,Adoption
A664264,Adoption
A718113,Transfer
A699143,Adoption
A719717,Adoption
A712309,Transfer
A700569,Adoption
A696348,Transfer
A739669,Adoption
A710153,Euthanasia
A748691,Adoption
A729961,Return to Owner
A743105,Return to Owner
A746451,Adoption
A743267,Return to Owner
A667302,Return to Owner
A684837,Transfer
A687159,Adoption
A690098,Transfer
A722042,Adoption
A707273,Return to Owner
A696986,Return to Owner
A689173,Transfer
A686974,Adoption
A745161,Adoption
A705587,Transfer
A682513,Return to Owner
A756778,Return to Owner
A667589,Adoption
A687419,Transfer
A658595,Adoption
A713090,Adoption
A691085,Transfer
A686627,Transfer
A693584,Euthanasia
A705024,Adoption
A665310,Adoption
A678252,Return to Owner
A671031,Adoption
A727805,Adoption
A731175,Adoption
A718411,Adoption
A758578,Adoption
A699872,Transfer
A737380,Adoption
A730869,Return to Owner
A763087,Transfer
A678080,Adoption
A696031,Return to Owner
A717983,Return to Owner
A489417,Adoption
A747688,Return to Owner
A681945,Transfer
A718910,Transfer
A667143,Died
A753293,Adoption
A689584,Adoption
A732662,Adoption
A680226,Adoption
A699357,Adoption
A707633,Transfer
A728622,Adoption
A748006,Adoption
A548085,Return to Owner
A735158,Euthanasia
A680412,Adoption
A740383,Return to Owner
A687265,Adoption
A736070,Return to Owner
A723782,Return to Owner
A674434,Transfer
A744754,Adoption
A667346,Adoption
A734906,Transfer
A665247,Euthanasia
A725582,Adoption
A667836,Euthanasia
A678929,Transfer
A694688,Transfer
A693595,Return to Owner
A734629,Transfer
A681149,Transfer
A721500,Adoption
A630888,Adoption
A710603,Adoption
A701279,Euthanasia
A721828,Adoption
A747412,Adoption
A729562,Adoption
A696749,Adoption
A728731,Adoption
A698853,Transfer
A725637,Return to Owner
A532017,Adoption
A668172,Adoption
A700113,Transfer
A659967,Adoption
A738686,Adoption
A685547,Euthanasia
A691422,Adoption
A691877,Adoption
A677957,Return to Owner
A750444,Transfer
A745924,Transfer
A728500,Transfer
A671184,Transfer
A737993,Adoption
A672313,Return to Owner
A666444,Transfer
A715057,Adoption
A697058,Adoption
A758774,Transfer
A765450,Adoption
A752440,Adoption
A730316,Transfer
A701404,Euthanasia
A630172,Euthanasia
A665274,Adoption
A690322,Adoption
A669830,Transfer
A163459,Return to Owner
A686097,Adoption
A687515,Adoption
A695671,Transfer
A726205,Transfer
A728624,Adoption
A744826,Return to Owner
A712822,Transfer
A763666,Adoption
A736133,Transfer
A730532,Adoption
A690419,Transfer
A700408,Return to Owner
A751000,Return to Owner
A751952,Adoption
A606646,Adoption
A691181,Transfer
A681286,Transfer
A707523,Transfer
A688094,Transfer
A685157,Adoption
A712990,Adoption
A724189,Transfer
A737051,Transfer
A689155,Adoption
A668339,Return to Owner
A682382,Adoption
A705018,Euthanasia
A744360,Adoption
A666945,Adoption
A724245,Transfer
A743531,Adoption
A759491,Adoption
A682298,Transfer
A621962,Return to Owner
A728882,Adoption
A754267,Adoption
A693530,Transfer
A748787,Transfer
A707301,Adoption
A679208,Adoption
A751270,Transfer
A687880,Adoption
A610531,Adoption
A698558,Adoption
A699580,Euthanasia
A711654,Adoption
A753666,Transfer
A747495,Euthanasia
A715513,Adoption
A740199,Adoption
A675415,Transfer
A665891,Adoption
A710069,Adoption
A683724,Transfer
A665140,Transfer
A753334,Adoption
A681002,Adoption
A762652,Adoption
A718354,Transfer
A699671,Adoption
A765057,Transfer
A218624,Euthanasia
A679054,Transfer
A735855,Transfer
A695758,Return to Owner
A756566,Adoption
A723303,Died
A719019,Adoption
A753531,Transfer
A715616,Adoption
A729752,Adoption
A655866,Adoption
A710303,Return to Owner
A692487,Adoption
A738632,Return to Owner
A764566,Return to Owner
A745943,Transfer
A729463,Adoption
A680680,Return to Owner
A702171,Euthanasia
A756510,Transfer
A669423,Transfer
A724882,Return to Owner
A721927,Adoption
A758011,Transfer
A704114,Transfer
A721098,Return to Owner
A727615,Adoption
A712572,Died
A610405,Transfer
A669827,Euthanasia
A689843,Adoption
A687740,Adoption
A695699,Return to Owner
A700998,Transfer
A416756,Return to Owner
A710318,Transfer
A732873,Adoption
A725795,Euthanasia
A707411,Adoption
A746316,Transfer
A674418,Return to Owner
A705575,Transfer
A692439,Return to Owner
A718978,Adoption
A733588,Transfer
A665175,Adoption
A708401,Adoption
A670580,Adoption
A727836,Adoption
A687655,Transfer
A743915,Adoption
A723571,Transfer
A687130,Transfer
A671338,Transfer
A741826,Adoption
A681542,Adoption
A726610,Adoption
A678940,Adoption
A664716,Euthanasia
A701158,Transfer
A690800,Adoption
A731661,Adoption
A597304,Transfer
A669723,Transfer
A680826,Transfer
A732844,Adoption
A703121,Return to Owner
A754216,Transfer
A733484,Adoption
A732761,Transfer
A698369,Adoption
A730707,Return to Owner
A749489,Transfer
A763938,Adoption
A669917,Adoption
A655545,Adoption
A681539,Transfer
A701350,Adoption
A737179,Adoption
A683191,Transfer
A754770,Adoption
A749998,Adoption
A699086,Adoption
A738250,Adoption
A610815,Return to Owner
A693769,Adoption
A623403,Adoption
A742349,Adoption
A733961,Adoption
A669535,Euthanasia
A668699,Return to Owner
A679674,Died
A669296,Adoption
A713754,Adoption
A744444,Return to Owner
A679010,Transfer
A679030,Transfer
A753360,Adoption
A683775,Euthanasia
A700211,Adoption
A676318,Adoption
A704358,Transfer
A698552,Euthanasia
A679440,Transfer
A735693,Transfer
A383036,Euthanasia
A757762,Transfer
A667312,Return to Owner
A701099,Return to Owner
A669145,Adoption
A712511,Adoption
A700756,Adoption
A733299,Transfer
A738395,Return to Owner
A260914,Return to Owner
A467567,Return to Owner
A672071,Transfer
A570481,Return to Owner
A762518,Adoption
A602054,Return to Owner
A719271,Adoption
A745143,Transfer
A698174,Died
A679288,Adoption
A716147,Adoption
A687503,Return to Owner
A762712,Return to Owner
A680674,Transfer
A743245,Return to Owner
A690767,Adoption
A757796,Return to Owner
A720402,Adoption
A592671,Adoption
A748925,Transfer
A702869,Transfer
A736796,Transfer
A688005,Adoption
A758438,Adoption
A729666,Return to Owner
A733825,Adoption
A761252,Adoption
A699987,Euthanasia
A762713,Adoption
A692254,Transfer
A689917,Return to Owner
A703596,Adoption
A741112,Adoption
A753821,Adoption
A705457,Return to Owner
A742313,Transfer
A697810,Adoption
A692371,Transfer
A740503,Transfer
A700509,Return to Owner
A686137,Return to Owner
A708713,Return to Owner
A716706,Transfer
A682179,Adoption
A675195,Adoption
A697855,Adoption
A728246,Transfer
A705909,Adoption
A760526,Adoption
A731578,Transfer
A761768,Adoption
A745356,Return to Owner
A744074,Transfer
A696061,Transfer
A685682,Transfer
A699493,Euthanasia
A719977,Adoption
A744634,Transfer
A669433,Adoption
A746534,Transfer
A732947,Adoption
A761280,Died
A764396,Return to Owner
A757666,Transfer
A695622,Transfer
A761184,Transfer
A695785,Adoption
A662774,Adoption
A748693,Adoption
A688244,Return to Owner
A716795,Euthanasia
A724565,Adoption
A758489,Return to Owner
A681956,Adoption
A634810,Return to Owner
A689285,Adoption
A742724,Adoption
A705630,Transfer
A759071,Adoption
A757053,Transfer
A687441,Return to Owner
A692987,Euthanasia
A736385,Return to Owner
A723268,Transfer
A665709,Euthanasia
A685253,Transfer
A666927,Euthanasia
A753343,Return to Owner
A679127,Transfer
A726766,Transfer
A759518,Transfer
A679549,Transfer
A692042,Return to Owner
A727540,Adoption
A669246,Transfer
A752176,Transfer
